node_id,parent_id,level,name_en,name_zh,slug,source_type,source_url,status,example_product_types,case_folder,notes
grocery-and-gourmet-food.dairy-eggs-and-plant-based-alternatives.yogurt-pack,grocery-and-gourmet-food.dairy-eggs-and-plant-based-alternatives,L4,Yogurt Pack,,yogurt-pack,manual,,placeholder,yogurt pack,cases/grocery-and-gourmet-food/dairy-eggs-and-plant-based-alternatives/yogurt-pack/,Derived product type
grocery-and-gourmet-food.dairy-eggs-and-plant-based-alternatives.plant-milk-carton,grocery-and-gourmet-food.dairy-eggs-and-plant-based-alternatives,L4,Plant Milk Carton,,plant-milk-carton,manual,,placeholder,plant milk carton,cases/grocery-and-gourmet-food/dairy-eggs-and-plant-based-alternatives/plant-milk-carton/,Derived product type
grocery-and-gourmet-food.food-and-beverage-gifts,grocery-and-gourmet-food,L2,Food & Beverage Gifts,食品与饮品礼盒,food-and-beverage-gifts,user_screenshot/manual,,planned,gourmet snack box; coffee gift set,cases/grocery-and-gourmet-food/food-and-beverage-gifts/,Generic examples only
grocery-and-gourmet-food.food-and-beverage-gifts.gourmet-snack-box,grocery-and-gourmet-food.food-and-beverage-gifts,L4,Gourmet Snack Box,,gourmet-snack-box,manual,,placeholder,gourmet snack box,cases/grocery-and-gourmet-food/food-and-beverage-gifts/gourmet-snack-box/,Derived product type
grocery-and-gourmet-food.food-and-beverage-gifts.coffee-gift-set,grocery-and-gourmet-food.food-and-beverage-gifts,L4,Coffee Gift Set,,coffee-gift-set,manual,,placeholder,coffee gift set,cases/grocery-and-gourmet-food/food-and-beverage-gifts/coffee-gift-set/,Derived product type
grocery-and-gourmet-food.pantry-staples,grocery-and-gourmet-food,L2,Pantry Staples,食品储藏主食,pantry-staples,user_screenshot/manual,,planned,whole bean coffee bag; olive oil bottle,cases/grocery-and-gourmet-food/pantry-staples/,Generic examples only
grocery-and-gourmet-food.pantry-staples.whole-bean-coffee-bag,grocery-and-gourmet-food.pantry-staples,L4,Whole Bean Coffee Bag,,whole-bean-coffee-bag,manual,,placeholder,whole bean coffee bag,cases/grocery-and-gourmet-food/pantry-staples/whole-bean-coffee-bag/,Derived product type
grocery-and-gourmet-food.pantry-staples.olive-oil-bottle,grocery-and-gourmet-food.pantry-staples,L4,Olive Oil Bottle,,olive-oil-bottle,manual,,placeholder,olive oil bottle,cases/grocery-and-gourmet-food/pantry-staples/olive-oil-bottle/,Derived product type
grocery-and-gourmet-food.produce,grocery-and-gourmet-food,L2,Produce,农产品,produce,user_screenshot/manual,,planned,banana bunch; blueberries bowl,cases/grocery-and-gourmet-food/produce/,Generic examples only
grocery-and-gourmet-food.produce.banana-bunch,grocery-and-gourmet-food.produce,L4,Banana Bunch,,banana-bunch,manual,,placeholder,banana bunch,cases/grocery-and-gourmet-food/produce/banana-bunch/,Derived product type
grocery-and-gourmet-food.produce.blueberries-bowl,grocery-and-gourmet-food.produce,L4,Blueberries Bowl,,blueberries-bowl,manual,,placeholder,blueberries bowl,cases/grocery-and-gourmet-food/produce/blueberries-bowl/,Derived product type
grocery-and-gourmet-food.snacks-and-sweets,grocery-and-gourmet-food,L2,Snacks & Sweets,零食与甜食,snacks-and-sweets,user_screenshot/manual,,planned,gum pack; chocolate assortment,cases/grocery-and-gourmet-food/snacks-and-sweets/,Generic examples only
grocery-and-gourmet-food.snacks-and-sweets.gum-pack,grocery-and-gourmet-food.snacks-and-sweets,L4,Gum Pack,,gum-pack,manual,,placeholder,gum pack,cases/grocery-and-gourmet-food/snacks-and-sweets/gum-pack/,Derived product type
grocery-and-gourmet-food.snacks-and-sweets.chocolate-assortment,grocery-and-gourmet-food.snacks-and-sweets,L4,Chocolate Assortment,,chocolate-assortment,manual,,placeholder,chocolate assortment,cases/grocery-and-gourmet-food/snacks-and-sweets/chocolate-assortment/,Derived product type
handmade-products,amazon-best-sellers,L1,Handmade Products,手工制品,handmade-products,user_screenshot/manual,,in_progress,personalized baby gift concept; handmade balm tin; crochet accessory concept; custom wall sign; name bracelet concept,cases/handmade-products/,Public generic taxonomy
handmade-products.handmade-baby,handmade-products,L2,Handmade Baby,手工婴幼儿用品,handmade-baby,user_screenshot/manual,,planned,personalized baby gift concept; soft baby keepsake,cases/handmade-products/handmade-baby/,Generic examples only
handmade-products.handmade-baby.personalized-baby-gift-concept,handmade-products.handmade-baby,L4,Personalized Baby Gift Concept,,personalized-baby-gift-concept,manual,,placeholder,personalized baby gift concept,cases/handmade-products/handmade-baby/personalized-baby-gift-concept/,Derived product type
handmade-products.handmade-baby.soft-baby-keepsake,handmade-products.handmade-baby,L4,Soft Baby Keepsake,,soft-baby-keepsake,manual,,placeholder,soft baby keepsake,cases/handmade-products/handmade-baby/soft-baby-keepsake/,Derived product type
handmade-products.handmade-beauty-and-personal-care,handmade-products,L2,Handmade Beauty & Personal Care,手工美妆个护,handmade-beauty-and-personal-care,user_screenshot/manual,,planned,handmade balm tin; artisan soap jar,cases/handmade-products/handmade-beauty-and-personal-care/,Generic examples only
handmade-products.handmade-beauty-and-personal-care.handmade-balm-tin,handmade-products.handmade-beauty-and-personal-care,L4,Handmade Balm Tin,,handmade-balm-tin,manual,,placeholder,handmade balm tin,cases/handmade-products/handmade-beauty-and-personal-care/handmade-balm-tin/,Derived product type
handmade-products.handmade-beauty-and-personal-care.artisan-soap-jar,handmade-products.handmade-beauty-and-personal-care,L4,Artisan Soap Jar,,artisan-soap-jar,manual,,placeholder,artisan soap jar,cases/handmade-products/handmade-beauty-and-personal-care/artisan-soap-jar/,Derived product type
handmade-products.handmade-clothing-and-accessories,handmade-products,L2,Handmade Clothing & Accessories,手工服饰与配件,handmade-clothing-and-accessories,user_screenshot/manual,,planned,crochet accessory concept; custom keychain,cases/handmade-products/handmade-clothing-and-accessories/,Generic examples only
handmade-products.handmade-clothing-and-accessories.crochet-accessory-concept,handmade-products.handmade-clothing-and-accessories,L4,Crochet Accessory Concept,,crochet-accessory-concept,manual,,placeholder,crochet accessory concept,cases/handmade-products/handmade-clothing-and-accessories/crochet-accessory-concept/,Derived product type
handmade-products.handmade-clothing-and-accessories.custom-keychain,handmade-products.handmade-clothing-and-accessories,L4,Custom Keychain,,custom-keychain,manual,,placeholder,custom keychain,cases/handmade-products/handmade-clothing-and-accessories/custom-keychain/,Derived product type
handmade-products.handmade-home-d-cor,handmade-products,L2,Handmade Home Décor,手工家居装饰,handmade-home-d-cor,user_screenshot/manual,,planned,custom wall sign; engraved home piece,cases/handmade-products/handmade-home-d-cor/,Generic examples only
handmade-products.handmade-home-d-cor.custom-wall-sign,handmade-products.handmade-home-d-cor,L4,Custom Wall Sign,,custom-wall-sign,manual,,placeholder,custom wall sign,cases/handmade-products/handmade-home-d-cor/custom-wall-sign/,Derived product type
handmade-products.handmade-home-d-cor.engraved-home-piece,handmade-products.handmade-home-d-cor,L4,Engraved Home Piece,,engraved-home-piece,manual,,placeholder,engraved home piece,cases/handmade-products/handmade-home-d-cor/engraved-home-piece/,Derived product type
handmade-products.handmade-jewelry,handmade-products,L2,Handmade Jewelry,手工珠宝,handmade-jewelry,user_screenshot/manual,,planned,name bracelet concept; engraved necklace,cases/handmade-products/handmade-jewelry/,Generic examples only
handmade-products.handmade-jewelry.name-bracelet-concept,handmade-products.handmade-jewelry,L4,Name Bracelet Concept,,name-bracelet-concept,manual,,placeholder,name bracelet concept,cases/handmade-products/handmade-jewelry/name-bracelet-concept/,Derived product type
handmade-products.handmade-jewelry.engraved-necklace,handmade-products.handmade-jewelry,L4,Engraved Necklace,,engraved-necklace,manual,,placeholder,engraved necklace,cases/handmade-products/handmade-jewelry/engraved-necklace/,Derived product type
handmade-products.handmade-kitchen-and-dining,handmade-products,L2,Handmade Kitchen & Dining,手工厨房餐厨,handmade-kitchen-and-dining,user_screenshot/manual,,planned,engraved cutting board; custom mug concept,cases/handmade-products/handmade-kitchen-and-dining/,Generic examples only
handmade-products.handmade-kitchen-and-dining.engraved-cutting-board,handmade-products.handmade-kitchen-and-dining,L4,Engraved Cutting Board,,engraved-cutting-board,manual,,placeholder,engraved cutting board,cases/handmade-products/handmade-kitchen-and-dining/engraved-cutting-board/,Derived product type
handmade-products.handmade-kitchen-and-dining.custom-mug-concept,handmade-products.handmade-kitchen-and-dining,L4,Custom Mug Concept,,custom-mug-concept,manual,,placeholder,custom mug concept,cases/handmade-products/handmade-kitchen-and-dining/custom-mug-concept/,Derived product type
handmade-products.handmade-pet-supplies,handmade-products,L2,Handmade Pet Supplies,手工宠物用品,handmade-pet-supplies,user_screenshot/manual,,planned,engraved pet tag; custom collar accessory,cases/handmade-products/handmade-pet-supplies/,Generic examples only
handmade-products.handmade-pet-supplies.engraved-pet-tag,handmade-products.handmade-pet-supplies,L4,Engraved Pet Tag,,engraved-pet-tag,manual,,placeholder,engraved pet tag,cases/handmade-products/handmade-pet-supplies/engraved-pet-tag/,Derived product type
handmade-products.handmade-pet-supplies.custom-collar-accessory,handmade-products.handmade-pet-supplies,L4,Custom Collar Accessory,,custom-collar-accessory,manual,,placeholder,custom collar accessory,cases/handmade-products/handmade-pet-supplies/custom-collar-accessory/,Derived product type
handmade-products.handmade-stationery-and-party-supplies,handmade-products,L2,Handmade Stationery & Party Supplies,手工文具与派对用品,handmade-stationery-and-party-supplies,user_screenshot/manual,,planned,birthday card craft concept; custom invitation mockup,cases/handmade-products/handmade-stationery-and-party-supplies/,Generic examples only
handmade-products.handmade-stationery-and-party-supplies.birthday-card-craft-concept,handmade-products.handmade-stationery-and-party-supplies,L4,Birthday Card Craft Concept,,birthday-card-craft-concept,manual,,placeholder,birthday card craft concept,cases/handmade-products/handmade-stationery-and-party-supplies/birthday-card-craft-concept/,Derived product type
handmade-products.handmade-stationery-and-party-supplies.custom-invitation-mockup,handmade-products.handmade-stationery-and-party-supplies,L4,Custom Invitation Mockup,,custom-invitation-mockup,manual,,placeholder,custom invitation mockup,cases/handmade-products/handmade-stationery-and-party-supplies/custom-invitation-mockup/,Derived product type
handmade-products.handmade-toys-and-games,handmade-products,L2,Handmade Toys & Games,手工玩具与游戏,handmade-toys-and-games,user_screenshot/manual,,planned,crochet toy concept; wood puzzle mockup,cases/handmade-products/handmade-toys-and-games/,Generic examples only
handmade-products.handmade-toys-and-games.crochet-toy-concept,handmade-products.handmade-toys-and-games,L4,Crochet Toy Concept,,crochet-toy-concept,manual,,placeholder,crochet toy concept,cases/handmade-products/handmade-toys-and-games/crochet-toy-concept/,Derived product type
handmade-products.handmade-toys-and-games.wood-puzzle-mockup,handmade-products.handmade-toys-and-games,L4,Wood Puzzle Mockup,,wood-puzzle-mockup,manual,,placeholder,wood puzzle mockup,cases/handmade-products/handmade-toys-and-games/wood-puzzle-mockup/,Derived product type
health-and-household,amazon-best-sellers,L1,Health & Household,健康与家居日用,health-and-household,user_screenshot/manual,,in_progress,baby wipes pack; protein powder tub; first aid supply concept; paper towels pack; exam gloves box,cases/health-and-household/,Public generic taxonomy
health-and-household.baby-and-child-care,health-and-household,L2,Baby & Child Care,婴童护理,baby-and-child-care,user_screenshot/manual,,planned,baby wipes pack; diaper rash cream tube,cases/health-and-household/baby-and-child-care/,Generic examples only
health-and-household.baby-and-child-care.baby-wipes-pack,health-and-household.baby-and-child-care,L4,Baby Wipes Pack,,baby-wipes-pack,manual,,placeholder,baby wipes pack,cases/health-and-household/baby-and-child-care/baby-wipes-pack/,Derived product type
health-and-household.baby-and-child-care.diaper-rash-cream-tube,health-and-household.baby-and-child-care,L4,Diaper Rash Cream Tube,,diaper-rash-cream-tube,manual,,placeholder,diaper rash cream tube,cases/health-and-household/baby-and-child-care/diaper-rash-cream-tube/,Derived product type
health-and-household.diet-and-sports-nutrition,health-and-household,L2,Diet & Sports Nutrition,膳食与运动营养,diet-and-sports-nutrition,user_screenshot/manual,,planned,protein powder tub; electrolyte stick pack,cases/health-and-household/diet-and-sports-nutrition/,Generic examples only
health-and-household.diet-and-sports-nutrition.protein-powder-tub,health-and-household.diet-and-sports-nutrition,L4,Protein Powder Tub,,protein-powder-tub,manual,,placeholder,protein powder tub,cases/health-and-household/diet-and-sports-nutrition/protein-powder-tub/,Derived product type
health-and-household.diet-and-sports-nutrition.electrolyte-stick-pack,health-and-household.diet-and-sports-nutrition,L4,Electrolyte Stick Pack,,electrolyte-stick-pack,manual,,placeholder,electrolyte stick pack,cases/health-and-household/diet-and-sports-nutrition/electrolyte-stick-pack/,Derived product type
health-and-household.health-care,health-and-household,L2,Health Care,健康护理,health-care,user_screenshot/manual,,planned,first aid supply concept; pain relief patch,cases/health-and-household/health-care/,Generic examples only
health-and-household.health-care.first-aid-supply-concept,health-and-household.health-care,L4,First Aid Supply Concept,,first-aid-supply-concept,manual,,placeholder,first aid supply concept,cases/health-and-household/health-care/first-aid-supply-concept/,Derived product type
health-and-household.health-care.pain-relief-patch,health-and-household.health-care,L4,Pain Relief Patch,,pain-relief-patch,manual,,placeholder,pain relief patch,cases/health-and-household/health-care/pain-relief-patch/,Derived product type
health-and-household.house-supplies,health-and-household,L2,House Supplies,家居日用品,house-supplies,user_screenshot/manual,,planned,paper towels pack; toilet paper rolls,cases/health-and-household/house-supplies/,Generic examples only
health-and-household.house-supplies.paper-towels-pack,health-and-household.house-supplies,L4,Paper Towels Pack,,paper-towels-pack,manual,,placeholder,paper towels pack,cases/health-and-household/house-supplies/paper-towels-pack/,Derived product type
health-and-household.house-supplies.toilet-paper-rolls,health-and-household.house-supplies,L4,Toilet Paper Rolls,,toilet-paper-rolls,manual,,placeholder,toilet paper rolls,cases/health-and-household/house-supplies/toilet-paper-rolls/,Derived product type
health-and-household.medical-supplies-and-equipment,health-and-household,L2,Medical Supplies & Equipment,医疗用品与设备,medical-supplies-and-equipment,user_screenshot/manual,,planned,exam gloves box; wound care roll,cases/health-and-household/medical-supplies-and-equipment/,Generic examples only
health-and-household.medical-supplies-and-equipment.exam-gloves-box,health-and-household.medical-supplies-and-equipment,L4,Exam Gloves Box,,exam-gloves-box,manual,,placeholder,exam gloves box,cases/health-and-household/medical-supplies-and-equipment/exam-gloves-box/,Derived product type
health-and-household.medical-supplies-and-equipment.wound-care-roll,health-and-household.medical-supplies-and-equipment,L4,Wound Care Roll,,wound-care-roll,manual,,placeholder,wound care roll,cases/health-and-household/medical-supplies-and-equipment/wound-care-roll/,Derived product type
health-and-household.oral-care,health-and-household,L2,Oral Care,口腔护理,oral-care,user_screenshot/manual,,planned,toothpaste tube; floss picks pack,cases/health-and-household/oral-care/,Generic examples only
health-and-household.oral-care.toothpaste-tube,health-and-household.oral-care,L4,Toothpaste Tube,,toothpaste-tube,manual,,placeholder,toothpaste tube,cases/health-and-household/oral-care/toothpaste-tube/,Derived product type
health-and-household.oral-care.floss-picks-pack,health-and-household.oral-care,L4,Floss Picks Pack,,floss-picks-pack,manual,,placeholder,floss picks pack,cases/health-and-household/oral-care/floss-picks-pack/,Derived product type
health-and-household.personal-care,health-and-household,L2,Personal Care,个人护理,personal-care,user_screenshot/manual,,planned,flushable wipes pack; deodorant stick,cases/health-and-household/personal-care/,Generic examples only
health-and-household.personal-care.flushable-wipes-pack,health-and-household.personal-care,L4,Flushable Wipes Pack,,flushable-wipes-pack,manual,,placeholder,flushable wipes pack,cases/health-and-household/personal-care/flushable-wipes-pack/,Derived product type
health-and-household.personal-care.deodorant-stick,health-and-household.personal-care,L4,Deodorant Stick,,deodorant-stick,manual,,placeholder,deodorant stick,cases/health-and-household/personal-care/deodorant-stick/,Derived product type
health-and-household.sports-nutrition,health-and-household,L2,Sports Nutrition,运动营养,sports-nutrition,user_screenshot/manual,,planned,creatine tub; protein ready-to-drink bottle,cases/health-and-household/sports-nutrition/,Generic examples only
health-and-household.sports-nutrition.creatine-tub,health-and-household.sports-nutrition,L4,Creatine Tub,,creatine-tub,manual,,placeholder,creatine tub,cases/health-and-household/sports-nutrition/creatine-tub/,Derived product type
health-and-household.sports-nutrition.protein-ready-to-drink-bottle,health-and-household.sports-nutrition,L4,Protein Ready-To-Drink Bottle,,protein-ready-to-drink-bottle,manual,,placeholder,protein ready-to-drink bottle,cases/health-and-household/sports-nutrition/protein-ready-to-drink-bottle/,Derived product type
health-and-household.vitamins-minerals-and-supplements,health-and-household,L2,"Vitamins, Minerals & Supplements",维生素矿物质与补充剂,vitamins-minerals-and-supplements,user_screenshot/manual,,planned,supplement bottle; vitamin gummy jar,cases/health-and-household/vitamins-minerals-and-supplements/,Generic examples only
health-and-household.vitamins-minerals-and-supplements.supplement-bottle,health-and-household.vitamins-minerals-and-supplements,L4,Supplement Bottle,,supplement-bottle,manual,,placeholder,supplement bottle,cases/health-and-household/vitamins-minerals-and-supplements/supplement-bottle/,Derived product type
health-and-household.vitamins-minerals-and-supplements.vitamin-gummy-jar,health-and-household.vitamins-minerals-and-supplements,L4,Vitamin Gummy Jar,,vitamin-gummy-jar,manual,,placeholder,vitamin gummy jar,cases/health-and-household/vitamins-minerals-and-supplements/vitamin-gummy-jar/,Derived product type
health-and-household.wellness-and-relaxation,health-and-household,L2,Wellness & Relaxation,健康与放松,wellness-and-relaxation,user_screenshot/manual,,planned,heating pad concept; sleep support item,cases/health-and-household/wellness-and-relaxation/,Generic examples only
health-and-household.wellness-and-relaxation.heating-pad-concept,health-and-household.wellness-and-relaxation,L4,Heating Pad Concept,,heating-pad-concept,manual,,placeholder,heating pad concept,cases/health-and-household/wellness-and-relaxation/heating-pad-concept/,Derived product type
health-and-household.wellness-and-relaxation.sleep-support-item,health-and-household.wellness-and-relaxation,L4,Sleep Support Item,,sleep-support-item,manual,,placeholder,sleep support item,cases/health-and-household/wellness-and-relaxation/sleep-support-item/,Derived product type
home-and-kitchen,amazon-best-sellers,L1,Home & Kitchen,家居与厨房,home-and-kitchen,user_screenshot/manual,,in_progress,bath mat; sheet set; insect trap; storage shelf; desk fan,cases/home-and-kitchen/,Public generic taxonomy
home-and-kitchen.bath,home-and-kitchen,L2,Bath,浴室用品,bath,user_screenshot/manual,,planned,bath mat; shower curtain liner,cases/home-and-kitchen/bath/,Generic examples only
home-and-kitchen.bath.bath-mat,home-and-kitchen.bath,L4,Bath Mat,,bath-mat,manual,,placeholder,bath mat,cases/home-and-kitchen/bath/bath-mat/,Derived product type
home-and-kitchen.bath.shower-curtain-liner,home-and-kitchen.bath,L4,Shower Curtain Liner,,shower-curtain-liner,manual,,placeholder,shower curtain liner,cases/home-and-kitchen/bath/shower-curtain-liner/,Derived product type
home-and-kitchen.bedding,home-and-kitchen,L2,Bedding,床品,bedding,user_screenshot/manual,,planned,sheet set; pillow cover set,cases/home-and-kitchen/bedding/,Generic examples only
home-and-kitchen.bedding.sheet-set,home-and-kitchen.bedding,L4,Sheet Set,,sheet-set,manual,,placeholder,sheet set,cases/home-and-kitchen/bedding/sheet-set/,Derived product type
home-and-kitchen.bedding.pillow-cover-set,home-and-kitchen.bedding,L4,Pillow Cover Set,,pillow-cover-set,manual,,placeholder,pillow cover set,cases/home-and-kitchen/bedding/pillow-cover-set/,Derived product type
home-and-kitchen.cleaning-supplies,home-and-kitchen,L2,Cleaning Supplies,清洁用品,cleaning-supplies,user_screenshot/manual,,planned,insect trap; cleaning cloths,cases/home-and-kitchen/cleaning-supplies/,Generic examples only
home-and-kitchen.cleaning-supplies.insect-trap,home-and-kitchen.cleaning-supplies,L4,Insect Trap,,insect-trap,manual,,placeholder,insect trap,cases/home-and-kitchen/cleaning-supplies/insect-trap/,Derived product type
home-and-kitchen.cleaning-supplies.cleaning-cloths,home-and-kitchen.cleaning-supplies,L4,Cleaning Cloths,,cleaning-cloths,manual,,placeholder,cleaning cloths,cases/home-and-kitchen/cleaning-supplies/cleaning-cloths/,Derived product type
home-and-kitchen.furniture,home-and-kitchen,L2,Furniture,家具,furniture,user_screenshot/manual,,planned,storage shelf; small home chair,cases/home-and-kitchen/furniture/,Generic examples only
home-and-kitchen.furniture.storage-shelf,home-and-kitchen.furniture,L4,Storage Shelf,,storage-shelf,manual,,placeholder,storage shelf,cases/home-and-kitchen/furniture/storage-shelf/,Derived product type
home-and-kitchen.furniture.small-home-chair,home-and-kitchen.furniture,L4,Small Home Chair,,small-home-chair,manual,,placeholder,small home chair,cases/home-and-kitchen/furniture/small-home-chair/,Derived product type
home-and-kitchen.heating-cooling-and-air-quality,home-and-kitchen,L2,"Heating, Cooling & Air Quality",制热制冷与空气质量,heating-cooling-and-air-quality,user_screenshot/manual,,planned,desk fan; air purifier concept,cases/home-and-kitchen/heating-cooling-and-air-quality/,Generic examples only
home-and-kitchen.heating-cooling-and-air-quality.desk-fan,home-and-kitchen.heating-cooling-and-air-quality,L4,Desk Fan,,desk-fan,manual,,placeholder,desk fan,cases/home-and-kitchen/heating-cooling-and-air-quality/desk-fan/,Derived product type
home-and-kitchen.heating-cooling-and-air-quality.air-purifier-concept,home-and-kitchen.heating-cooling-and-air-quality,L4,Air Purifier Concept,,air-purifier-concept,manual,,placeholder,air purifier concept,cases/home-and-kitchen/heating-cooling-and-air-quality/air-purifier-concept/,Derived product type
home-and-kitchen.home-d-cor,home-and-kitchen,L2,Home Décor,家居装饰,home-d-cor,user_screenshot/manual,,planned,picture frame; vase concept,cases/home-and-kitchen/home-d-cor/,Generic examples only
home-and-kitchen.home-d-cor.picture-frame,home-and-kitchen.home-d-cor,L4,Picture Frame,,picture-frame,manual,,placeholder,picture frame,cases/home-and-kitchen/home-d-cor/picture-frame/,Derived product type
home-and-kitchen.home-d-cor.vase-concept,home-and-kitchen.home-d-cor,L4,Vase Concept,,vase-concept,manual,,placeholder,vase concept,cases/home-and-kitchen/home-d-cor/vase-concept/,Derived product type
home-and-kitchen.kitchen-and-dining,home-and-kitchen,L2,Kitchen & Dining,厨房与餐厅,kitchen-and-dining,user_screenshot/manual,,planned,insulated bottle; kitchen scale,cases/home-and-kitchen/kitchen-and-dining/,Generic examples only
home-and-kitchen.kitchen-and-dining.insulated-bottle,home-and-kitchen.kitchen-and-dining,L4,Insulated Bottle,,insulated-bottle,manual,,placeholder,insulated bottle,cases/home-and-kitchen/kitchen-and-dining/insulated-bottle/,Derived product type
home-and-kitchen.kitchen-and-dining.kitchen-scale,home-and-kitchen.kitchen-and-dining,L4,Kitchen Scale,,kitchen-scale,manual,,placeholder,kitchen scale,cases/home-and-kitchen/kitchen-and-dining/kitchen-scale/,Derived product type
home-and-kitchen.storage-and-organization,home-and-kitchen,L2,Storage & Organization,收纳整理,storage-and-organization,user_screenshot/manual,,planned,velvet hangers pack; storage bins,cases/home-and-kitchen/storage-and-organization/,Generic examples only
home-and-kitchen.storage-and-organization.velvet-hangers-pack,home-and-kitchen.storage-and-organization,L4,Velvet Hangers Pack,,velvet-hangers-pack,manual,,placeholder,velvet hangers pack,cases/home-and-kitchen/storage-and-organization/velvet-hangers-pack/,Derived product type
home-and-kitchen.storage-and-organization.storage-bins,home-and-kitchen.storage-and-organization,L4,Storage Bins,,storage-bins,manual,,placeholder,storage bins,cases/home-and-kitchen/storage-and-organization/storage-bins/,Derived product type
home-and-kitchen.vacuums-and-floor-care,home-and-kitchen,L2,Vacuums & Floor Care,吸尘与地面护理,vacuums-and-floor-care,user_screenshot/manual,,planned,robot vacuum concept; vacuum accessory,cases/home-and-kitchen/vacuums-and-floor-care/,Generic examples only
home-and-kitchen.vacuums-and-floor-care.robot-vacuum-concept,home-and-kitchen.vacuums-and-floor-care,L4,Robot Vacuum Concept,,robot-vacuum-concept,manual,,placeholder,robot vacuum concept,cases/home-and-kitchen/vacuums-and-floor-care/robot-vacuum-concept/,Derived product type
home-and-kitchen.vacuums-and-floor-care.vacuum-accessory,home-and-kitchen.vacuums-and-floor-care,L4,Vacuum Accessory,,vacuum-accessory,manual,,placeholder,vacuum accessory,cases/home-and-kitchen/vacuums-and-floor-care/vacuum-accessory/,Derived product type
home-and-kitchen.wall-d-cor,home-and-kitchen,L2,Wall Décor,墙面装饰,wall-d-cor,user_screenshot/manual,,planned,wall frame; decorative wall art,cases/home-and-kitchen/wall-d-cor/,Generic examples only
home-and-kitchen.wall-d-cor.wall-frame,home-and-kitchen.wall-d-cor,L4,Wall Frame,,wall-frame,manual,,placeholder,wall frame,cases/home-and-kitchen/wall-d-cor/wall-frame/,Derived product type
home-and-kitchen.wall-d-cor.decorative-wall-art,home-and-kitchen.wall-d-cor,L4,Decorative Wall Art,,decorative-wall-art,manual,,placeholder,decorative wall art,cases/home-and-kitchen/wall-d-cor/decorative-wall-art/,Derived product type
industrial-and-scientific,amazon-best-sellers,L1,Industrial & Scientific,工业与科学用品,industrial-and-scientific,user_screenshot/manual,,in_progress,sandpaper roll; 3D printer filament; super glue bottle; utility blades; screw assortment,cases/industrial-and-scientific/,Public generic taxonomy
industrial-and-scientific.abrasive-and-finishing-products,industrial-and-scientific,L2,Abrasive & Finishing Products,磨料与抛光产品,abrasive-and-finishing-products,user_screenshot/manual,,planned,sandpaper roll; polishing pad,cases/industrial-and-scientific/abrasive-and-finishing-products/,Generic examples only
industrial-and-scientific.abrasive-and-finishing-products.sandpaper-roll,industrial-and-scientific.abrasive-and-finishing-products,L4,Sandpaper Roll,,sandpaper-roll,manual,,placeholder,sandpaper roll,cases/industrial-and-scientific/abrasive-and-finishing-products/sandpaper-roll/,Derived product type
industrial-and-scientific.abrasive-and-finishing-products.polishing-pad,industrial-and-scientific.abrasive-and-finishing-products,L4,Polishing Pad,,polishing-pad,manual,,placeholder,polishing pad,cases/industrial-and-scientific/abrasive-and-finishing-products/polishing-pad/,Derived product type
industrial-and-scientific.additive-manufacturing-products,industrial-and-scientific,L2,Additive Manufacturing Products,增材制造产品,additive-manufacturing-products,user_screenshot/manual,,planned,3D printer filament; resin bottle,cases/industrial-and-scientific/additive-manufacturing-products/,Generic examples only
industrial-and-scientific.additive-manufacturing-products.3d-printer-filament,industrial-and-scientific.additive-manufacturing-products,L4,3D Printer Filament,,3d-printer-filament,manual,,placeholder,3D printer filament,cases/industrial-and-scientific/additive-manufacturing-products/3d-printer-filament/,Derived product type
industrial-and-scientific.additive-manufacturing-products.resin-bottle,industrial-and-scientific.additive-manufacturing-products,L4,Resin Bottle,,resin-bottle,manual,,placeholder,resin bottle,cases/industrial-and-scientific/additive-manufacturing-products/resin-bottle/,Derived product type
industrial-and-scientific.adhesives-sealants-and-lubricants,industrial-and-scientific,L2,"Adhesives, Sealants & Lubricants",胶黏剂、密封剂与润滑剂,adhesives-sealants-and-lubricants,user_screenshot/manual,,planned,super glue bottle; silicone caulk tube,cases/industrial-and-scientific/adhesives-sealants-and-lubricants/,Generic examples only
industrial-and-scientific.adhesives-sealants-and-lubricants.super-glue-bottle,industrial-and-scientific.adhesives-sealants-and-lubricants,L4,Super Glue Bottle,,super-glue-bottle,manual,,placeholder,super glue bottle,cases/industrial-and-scientific/adhesives-sealants-and-lubricants/super-glue-bottle/,Derived product type
industrial-and-scientific.adhesives-sealants-and-lubricants.silicone-caulk-tube,industrial-and-scientific.adhesives-sealants-and-lubricants,L4,Silicone Caulk Tube,,silicone-caulk-tube,manual,,placeholder,silicone caulk tube,cases/industrial-and-scientific/adhesives-sealants-and-lubricants/silicone-caulk-tube/,Derived product type
industrial-and-scientific.cutting-tools,industrial-and-scientific,L2,Cutting Tools,切削工具,cutting-tools,user_screenshot/manual,,planned,utility blades; drill bit set,cases/industrial-and-scientific/cutting-tools/,Generic examples only
industrial-and-scientific.cutting-tools.utility-blades,industrial-and-scientific.cutting-tools,L4,Utility Blades,,utility-blades,manual,,placeholder,utility blades,cases/industrial-and-scientific/cutting-tools/utility-blades/,Derived product type
industrial-and-scientific.cutting-tools.drill-bit-set,industrial-and-scientific.cutting-tools,L4,Drill Bit Set,,drill-bit-set,manual,,placeholder,drill bit set,cases/industrial-and-scientific/cutting-tools/drill-bit-set/,Derived product type
